-- Fees Data Insert Script
-- Generated: 2025-12-25 20:27:19
-- Total Records: 477

-- ============================================
-- Data Summary:
-- Students: 477

-- Payment Status Distribution:
--   Paid on time: 60% of students
--   Paid late (10-30 days): 25% of students
--   Not paid (PaidDate = NULL): 15% of students

-- Fee Amount Range: 50,000 - 150,000
-- Academic Year: 2024
-- ============================================

INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (1, 1, 71145.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('02-Sep-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (123, 62, 86488.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('13-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (124, 62, 102971.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('13-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (125, 63, 89969.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('11-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (126, 63, 100892.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('05-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (127, 64, 95832.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('13-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (128, 64, 100652.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('06-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (129, 65, 97189.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('01-Sep-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (130, 65, 87710.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('06-Feb-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (131, 66, 104258.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('06-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (132, 66, 103834.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('05-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (133, 67, 84475.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('12-Sep-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (134, 67, 103368.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('12-Feb-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (135, 68, 98992.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('26-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (136, 68, 104123.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('01-Feb-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (137, 69, 96332.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), NULL);
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (138, 69, 95922.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), NULL);
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (139, 70, 103867.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('05-Sep-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (140, 70, 86783.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('13-Feb-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (141, 71, 89263.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('09-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (142, 71, 103909.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('09-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (143, 72, 106653.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('06-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (144, 72, 94953.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('06-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (145, 73, 89381.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('31-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (146, 73, 89338.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('30-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (147, 74, 104878.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('11-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (148, 74, 100407.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('05-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (149, 75, 91126.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('02-Sep-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (150, 75, 93551.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('02-Feb-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (151, 76, 100386.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('14-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (152, 76, 94234.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('08-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (153, 77, 103732.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('11-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (154, 77, 91960.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('09-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (155, 78, 87729.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('04-Sep-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (156, 78, 103791.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('11-Feb-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (157, 79, 99785.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), NULL);
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (158, 79, 85215.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), NULL);
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (159, 80, 93127.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('14-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (160, 80, 90194.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('13-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (161, 81, 88267.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), NULL);
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (162, 81, 106610.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), NULL);
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (163, 82, 98942.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('14-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (164, 82, 102927.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('06-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (165, 83, 97618.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('06-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (166, 83, 85247.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('14-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (167, 84, 101492.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('30-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (168, 84, 98546.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('01-Feb-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (169, 85, 87016.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('09-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (170, 85, 100709.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('09-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (171, 86, 85929.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('10-Sep-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (172, 86, 93881.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('10-Feb-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (173, 87, 92704.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('12-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (174, 87, 86919.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('13-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (175, 88, 101914.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('11-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (176, 88, 98220.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('12-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (177, 89, 101744.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), NULL);
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (178, 89, 97048.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), NULL);
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (179, 90, 85310.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('03-Sep-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (180, 90, 97272.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('31-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (181, 91, 105741.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('08-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (182, 91, 97597.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('11-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (183, 92, 84337.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('12-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (184, 92, 86558.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('07-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (185, 93, 89298.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('09-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (186, 93, 90587.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('06-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (187, 94, 96249.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('02-Sep-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (188, 94, 86189.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('14-Feb-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (189, 95, 99569.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), NULL);
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (190, 95, 92237.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), NULL);
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (191, 96, 100359.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('10-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (192, 96, 85256.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('09-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (193, 97, 99257.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('10-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (194, 97, 97448.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('14-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (195, 98, 88767.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('04-Sep-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (196, 98, 88669.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('27-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (197, 99, 95045.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('29-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (198, 99, 100367.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('08-Feb-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (199, 100, 100125.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('13-Sep-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (200, 100, 90390.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('09-Feb-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (201, 101, 92457.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('27-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (202, 101, 91836.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('26-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (203, 102, 101027.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('07-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (204, 102, 88803.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('11-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (205, 103, 97106.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), NULL);
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (206, 103, 92349.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), NULL);
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (207, 104, 89148.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), NULL);
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (208, 104, 105561.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), NULL);
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (209, 105, 90385.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('10-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (210, 105, 92747.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('11-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (211, 106, 92085.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('07-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (212, 106, 90861.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('05-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (213, 107, 95999.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('09-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (214, 107, 99429.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('05-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (215, 108, 96443.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('09-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (216, 108, 99971.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('12-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (217, 109, 88162.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('05-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (218, 109, 85020.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('08-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (219, 110, 100419.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('03-Sep-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (220, 110, 104804.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('07-Feb-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (221, 111, 93920.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('09-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (222, 111, 103496.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('11-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (223, 112, 94216.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('12-Sep-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (224, 112, 86257.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('06-Feb-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (225, 113, 106788.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('08-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (226, 113, 87133.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('14-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (227, 114, 84704.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('07-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (228, 114, 92792.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('09-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (229, 115, 84542.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('10-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (230, 115, 96023.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('06-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (231, 116, 93835.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('01-Sep-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (232, 116, 105177.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('27-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (233, 117, 115030.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('06-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (234, 117, 125194.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('05-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (235, 118, 125084.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), NULL);
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (236, 118, 123103.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), NULL);
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (237, 119, 117352.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('08-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (238, 119, 133646.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('07-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (239, 120, 134262.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('09-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (240, 120, 109063.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('09-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (241, 121, 114390.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('05-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (242, 121, 131226.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('08-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (243, 122, 115447.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('05-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (244, 122, 127031.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('07-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (245, 123, 121655.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('05-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (246, 123, 123341.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('07-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (247, 124, 116568.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('10-Sep-2024', 'DD-MON-YYYY'));
